FillUpDate,TotalMiles,TankMiles,Gallons,MPG,FinishTankDate,Notes,Location
5-Oct-16,183168,313.9,30.52,10.28505898,9-Nov-16,,New York 2
9-Nov-16,183565,397,30.82,12.88124594,9-Jan-17,,New York 2
9-Jan-17,183812.8,247.8,27.4,9.04379562,16-Feb-17,,New York 2
16-Feb-17,184042.8,230,26.67,8.62392201,5-Mar-17,,New York 2
5-Mar-17,184549,506.2,34.25,14.77956204,15-Apr-17,,New York 2
15-Apr-17,184832.6,283.6,28.76,9.860917942,19-May-17,,New York 2
19-May-17,185181.8,349.2,31.64,11.03666245,12-Jun-17,,New York 2
12-Jun-17,185492,310.2,23.19,13.37645537,10-Jul-17,,New York 2
10-Jul-17,185866,374,30.66,12.19830398,24-Aug-17,,New York 2
24-Aug-17,186332.7,466.7,34.6,13.48843931,16-Oct-17,,New York 2
16-Oct-17,186735.2,402.5,33.58,11.98630137,21-Oct-17,,New York 2
21-Oct-17,187036.4,301.2,25.12,11.99044586,27-Oct-17,,New York 2
27-Oct-17,187337.6,301.2,24.9,12.09638554,2-Dec-17,"uncertain date, miles, mpg",New York 2
2-Dec-17,187652.1,314.5,27.6,11.39492754,31-Jan-18,,New York 2
31-Jan-18,187962.4,310.3,32,9.696875,22-Feb-18,,New York 2
22-Feb-18,188165.2,202.8,18.98,10.68493151,26-Apr-18,,New York 2
26-Apr-18,188964.8,799.6,31.5,25.38412698,28-May-18,,New York 2
28-May-18,189161.7,196.9,18.5,10.64324324,7-Jul-18,,New York 2
7-Jul-18,189481.1,319.4,26.37,12.11224877,25-Aug-18,,New York 2
25-Aug-18,189903,421.9,33.68,12.52672209,25-Oct-18,,New York 2
25-Oct-18,190280.4,377.4,33.557,11.24653575,4-Dec-18,,New York 2
4-Dec-18,190489.1,208.7,21.46,9.725069897,24-Jan-19,,New York 2
24-Jan-19,190814,324.9,29.8,10.90268456,15-Feb-19,,New York 2
15-Feb-19,191095.8,281.8,25.87,10.89292617,27-Feb-19,,New York 2
27-Feb-19,191175.2,79.4,9.366,8.477471706,5-Mar-19,,New York 2
5-Mar-19,191607.4,432.2,29.36,14.72070845,9-Mar-19,,New York 2
9-Mar-19,192011.3,403.9,26.63,15.16710477,28-Mar-19,,New York 2
28-Mar-19,192466.1,454.8,32.25,14.10232558,18-May-19,,New York 2
18-May-19,192822.1,356,33.59,10.59839238,12-Jul-19,,New York 2
12-Jul-19,193096.4,274.3,24.9,11.01606426,19-Jul-19,,Virginia
19-Jul-19,193497.3,400.9,,,,,Virginia
